0,727661242581746
0,313269072823817
0,0548796342010049
0,989217563061611
0,859030827814262
0,0842964495924751
0,984510967035084
0,326047398767456
0,972448614413128
0,0613498240994987
0,0725814737717535
0,732934746301237
0,621597434217854
0,0491596707371807
0,995693353934071
0,950402703578771
0,370135620408755
0,36752437025659
0,56433021675997
0,118723427466454
0,149779705400476
0,413683001144642
0,0258380062998449
0,0960264606848482
0,118627901709931
0,421865951466312
0,958094164243943
0,474140445456905
0,131586331469746
0,153977169726965
0,187312552792631
0,471192868645858
0,842601239607949
0,370631980416659
0,948903238842684
0,300624939287372
0,172540140884249
0,91528020469252
0,968793924883378
0,000206370372421281
0,0855370122406338
0,612657702813231
0,514600618050713
0,316317961232885
0,163277851493693
0,70174899171188
0,649352201563005
0,731591362381164
0,717521083409675
0,0282389372718702
0,456569757059482
0,863617410354138
0,920433871410989
0,219013519687119
0,640956221912501
0,313978241437105
0,287431066523972
0,958853173516157
0,87058966135168
0,43716487634795
0,126202285348532
0,510370521578179
0,194461067297711
0,818471444686163
0,874037271306867
0,601388605125895
0,890333506693287
0,250965453801195
0,100256431894496
0,695068414646698
0,777862562694523
0,454855415716234
0,398730445373212
0,564123846387548
0,0331864152258199
0,537122002587245
0,899082383093928
0,70952004506696
0,932748609191155
0,416878909998051
0,772513749903307
0,226502801862779
0,756619362047231
0,103347394197875
0,697407412667483
0,323695142438493
0,550758997234869
0,623587719920831
0,729675758504158
0,63492499740558
0,0131938727633999
0,213686967368092
0,0446905433408406
0,531629048535428
0,874004085023889
0,575166490662455
0,418196635515521
0,69612917336455
0,442280689926017
0,561889246367798
